object_type,type,rooms,level,kitchen_area,living_area,area,price_by_meter,price,material,published,updated,build_year,build_serias,build_type,max_levels,min_levels,rubbish_chute,enterances,build_overlap,build_walls,heating,gas,longitude,latitude,agencyName,areaRating,city,remoute_from_center,build_oldest
0,Квартира,1,22/22,8.0,20.0,39.0,1026.0,40000.0,Монолит,26/1/2022,8/2/2022,0,0,0,0,0,0,0,0,0,0,0,37.360079,55.700775,Сеть страйкбольных  Тиров «MINEKRAFT»,3.8388906000000005,Москва,17.043794649250515,new
0,Многоквартирный дом,4,2/9,,,189.0,1958.0,370000.0,Кирпич,28/1/2022,10/2/2022,2006,индивидуальный проект,0,9,8,Нет,4,Железобетонные,Монолитные,Центральное,Нет,37.59957,55.749582,Trust Real Estate,3.8388906000000005,Москва,1.0461436159917665,middle
0,Многоквартирный дом,4,5/5,,,150.0,2333.0,350000.0,Кирпич,28/1/2022,10/2/2022,1912,индивидуальный проект,0,5,0,Нет,2,Деревянные,Кирпич,Центральное,Да,37.626267999999996,55.740745,Trust Real Estate,3.7627811,Москва,1.4437665303241316,old
0,Многоквартирный дом,3,4/6,,,130.0,2285.0,297000.0,Кирпич,28/1/2022,10/2/2022,1912,индивидуальный проект,0,6,6,Нет,2,Деревянные,Кирпич,Центральное,Да,37.586275,55.746578,Trust Real Estate,3.8388906000000005,Москва,1.9433040495194325,old
0,Многоквартирный дом,0,18/20,,,25.0,1560.0,39000.0,Монолит,28/1/2022,10/2/2022,2019,индивидуальный проект,0,33,7,Нет,14,Железобетонные,Монолитные,Центральное,Нет,37.707215000000005,55.645476,Любовь,3.7594519,Москва,13.208069093568414,new
0,Многоквартирный дом,1,3/5,8.0,17.0,35.0,1086.0,38000.0,Кирпич,31/3/2018,10/2/2022,1961,индивидуальный проект,0,5,5,Нет,4,Железобетонные,Кирпич,Центральное,Да,37.487963,55.836939,РАМАН-Н,3.868204,Москва,12.370284721459022,old
0,Квартира,0,3/26,7.0,,30.0,1733.0,52000.0,Монолит,27/1/2022,10/2/2022,0,0,0,0,0,0,0,0,0,0,0,37.64549094489521,55.69561811239549,Галина,3.5605660000000006,Москва,6.576540156707491,new
0,Многоквартирный дом,3,3/7,,,86.0,1395.0,120000.0,Кирпич,27/8/2021,29/1/2022,1943,индивидуальный проект,0,7,7,Есть,1,Железобетонные,Кирпич,Центральное,Да,37.592535999999996,55.772472,ООО ГЦН КВАДРАТЫ,3.873555,Москва,2.678272753504949,old
0,Многоквартирный дом,2,1/14,9.0,32.0,56.0,768.0,43000.0,Панель,27/1/2022,10/2/2022,1999,П-44,0,14,14,Есть,4,Железобетонные,Железобетон,Центральное,Нет,37.751771999999995,55.663923,Парус,3.7594519,Москва,13.036876974063679,middle
0,Многоквартирный дом,2,8/8,12.0,27.0,60.0,1667.0,100000.0,Монолит,26/1/2022,10/2/2022,2019,Индивидуальный,0,14,5,Есть,6,Железобетонные,Монолитные,Центральное,Нет,37.687847999999995,55.74781,"Агентство недвижимости ""Мегаполис-Сервис ЭстейтЛига"", Москва",3.6490226000000003,Москва,4.565795394321343,new
0,Многоквартирный дом,1,9/12,10.0,21.0,39.0,1103.0,43001.0,Панель,27/1/2022,10/2/2022,1987,П-46,0,12,12,Есть,7,Железобетонные,Блочные,Центральное,Нет,37.752966,55.698618999999994,Эдуард,3.4464120000000005,Москва,10.495574694867392,old
0,Многоквартирный дом,3,8/16,10.0,55.0,75.0,1133.0,85000.0,Панель,27/1/2022,10/2/2022,1973,II-68,0,16,16,Есть,3,Железобетонные,Блочные,Центральное,Да,37.64009,55.79065,АН Вертикаль,3.8388906000000005,Москва,4.5472448440238615,old
0,Квартира,1,14/21,16.0,13.0,35.0,2857.0,100000.0,Монолит,25/1/2022,10/2/2022,0,0,0,0,0,0,0,0,0,0,0,37.470563,55.774988,Capital Mars,3.8112602,Москва,9.448310923181104,new
0,Многоквартирный дом,2,10/17,10.0,33.0,53.0,1226.0,65000.0,Панель,25/1/2022,10/2/2022,1997,П-3/16,0,16,16,Есть,4,Железобетонные,Железобетон,Центральное,Да,37.462182,55.776607999999996,Capital Mars,3.8112602,Москва,10.003375804593839,middle
0,Квартира,1,5/15,4.0,15.0,32.0,2341.0,74900.0,Монолит,24/1/2022,10/2/2022,0,0,0,0,0,0,0,0,0,0,0,37.523213,55.79078199999999,Capital Mars,4.127402,Москва,7.212754585999847,new
0,Многоквартирный дом,3,6/9,11.0,72.0,90.0,1000.0,90000.0,Кирпич,28/1/2022,10/2/2022,1955,индивидуальный проект,0,9,9,Нет,11,Железобетонные,Кирпич,Центральное,Да,37.56989,55.683696,Роман Катербарг,4.0471396,Москва,8.151272510505096,old
0,Многоквартирный дом,1,7/9,6.0,18.0,31.0,1287.0,39900.0,Кирпич,26/1/2022,10/2/2022,1972,П-29-03/Ю37,0,9,9,Есть,3,Железобетонные,Кирпич,Центральное,Да,37.818013,55.755935,Александр Анатольевич,3.909155,Москва,12.718419447643498,old
0,Многоквартирный дом,3,21/34,30.0,75.0,120.0,1125.0,135000.0,Монолит,26/12/2021,9/2/2022,2008,индивидуальный,0,34,34,Есть,9,Железобетонные,Монолитные,Центральное,Нет,37.545995,55.80653,Capital Mars,3.7451114999999997,Москва,7.457672885327898,middle
0,Квартира,3,7/12,,,125.0,2000.0,250000.0,Кирпич,1/6/2017,10/2/2022,0,0,0,0,0,0,0,0,0,0,0,37.61115,55.74423,Агентство элитной недвижимости Savills,3.8388906000000005,Москва,0.9316949646996381,new
0,Многоквартирный дом,3,4/7,,,157.0,2420.0,380000.0,Кирпич,28/11/2021,10/2/2022,2005,индивидуальный,0,8,6,Нет,4,Железобетонные,Монолитные,Центральное,Нет,37.604592,55.76172,Агентство элитной недвижимости Savills,3.8417494,Москва,1.2621121533153625,middle
0,Многоквартирный дом,3,4/8,12.0,69.0,100.0,2000.0,200000.0,Кирпич,6/2/2021,10/2/2022,1991,индивидуальный,0,9,0,0,1,Железобетонные,Смешанные,Центральное,Нет,37.60505,55.769327000000004,Capital Mars,3.873555,Москва,2.0156931289368347,old
0,Многоквартирный дом,2,1/5,,,45.0,1444.0,65000.0,Кирпич,13/11/2021,4/2/2022,1963,I-510,0,5,5,Нет,4,Железобетонные,Блочные,Центральное,Да,37.582755999999996,55.825291,зевс,3.8014660000000005,Москва,8.391811566921673,old
0,Многоквартирный дом,1,1/5,8.0,19.0,40.0,1000.0,40000.0,Кирпич,27/12/2021,10/2/2022,1959,индивидуальный проект,0,5,5,Нет,4,Железобетонные,Кирпич,Центральное,Да,37.737829999999995,55.767291,Capital Mars,3.7972434,Москва,7.857279657223912,old
0,Многоквартирный дом,1,7/12,5.8,21.0,39.0,897.0,35000.0,Панель,27/1/2022,27/1/2022,1977,I-515,0,9,9,Есть,8,Железобетонные,Железобетон,Центральное,Нет,37.832829,55.781535999999996,Артем,3.8995898,Москва,14.022652421278044,old
0,Многоквартирный дом,4,8/25,11.5,83.3,139.5,1792.0,250000.0,Монолит,17/11/2021,25/1/2022,2009,Индивидуальный проект,0,24,24,Есть,1,Железобетонные,Монолитные,Индивидуальный тепловой пункт (ИТП),Нет,37.481999,55.684041,Дмитрий,4.0938087,Москва,11.317077270471511,middle
0,Многоквартирный дом,1,8/8,6.0,17.0,37.0,1081.0,40000.0,Кирпич,27/1/2022,10/2/2022,1963,индивидуальный проект,0,8,1,Есть,3,Смешанные,Кирпич,Центральное,Да,37.770546,55.723282999999995,Магазин,3.4953578000000003,Москва,10.254627939376718,old
0,Квартира,1,3/33,14.0,20.0,40.0,1100.0,44000.0,Монолит,26/1/2022,27/1/2022,0,0,0,0,0,0,0,0,0,0,0,37.376358,55.798199,Наталья,3.8388906000000005,Москва,15.85987318778725,new
0,Многоквартирный дом,2,6/9,8.0,30.0,38.0,1447.0,55000.0,Панель,26/1/2022,10/2/2022,1965,II-18-01-МН,0,9,9,Есть,1,Железобетонные,Железобетон,Центральное,Да,37.67784,55.727775,Елена,3.9089417,Москва,4.765502543318531,old
0,Многоквартирный дом,1,12/12,8.0,19.0,42.0,2381.0,100000.0,Кирпич,26/12/2021,10/2/2022,1969,Индивидуальная,0,12,1,Есть,1,Железобетонные,Кирпич,Центральное,Да,37.562182,55.744622,Анна,3.5739026,Москва,3.457100024254529,old
0,Многоквартирный дом,2,5/9,6.0,27.0,44.3,1061.0,47000.0,Панель,26/12/2021,10/2/2022,1970,II-49-06,0,9,9,Есть,6,Железобетонные,Железобетон,Центральное,Да,37.812013,55.720915000000005,HOMETOWN REALTY,3.7398557999999995,Москва,12.823246296537521,old
0,Многоквартирный дом,1,5/24,10.0,18.0,41.0,927.0,38000.0,Монолит,26/1/2022,5/2/2022,2008,индивидуальный проект,0,24,24,Нет,1,Железобетонные,Монолитные,Центральное,Нет,37.552445,55.874163,Мария,3.635021,Москва,14.141793191801503,middle
0,Не заполнено,2,15/17,10.0,30.9,55.8,713.0,39800.0,Панель,16/10/2021,31/1/2022,2017,индивидуальный проект,0,19,19,0,5,0,Не заполнено,0,0,37.588413,55.524105000000006,ПИК-Аренда,3.8388906000000005,Москва,25.454709646036058,new
0,Многоквартирный дом,2,4/5,5.8,27.2,43.0,1628.0,70000.0,Кирпич,27/12/2021,26/1/2022,1962,I-511,0,5,5,Нет,4,Железобетонные,Кирпич,Центральное,Да,37.611239000000005,55.69250600000001,Оксана,3.900447,Москва,6.653906522542597,old
0,Многоквартирный дом,3,1/9,7.0,45.0,58.9,1273.0,75000.0,Панель,13/1/2022,1/2/2022,1969,I-515,0,9,9,Есть,6,Железобетонные,Железобетон,Центральное,Да,37.570797,55.832535,Игорь,3.7083507000000004,Москва,9.372587378737757,old
0,Многоквартирный дом,2,4/5,6.0,24.0,44.0,932.0,41000.0,Кирпич,26/1/2022,10/2/2022,1962,инд,0,5,5,Нет,3,Железобетонные,Кирпич,Центральное,Да,37.584586,55.881843,ИНКОМ-Недвижимость,3.7183936,Москва,14.562059635102525,old
0,Многоквартирный дом,3,14/22,10.5,44.8,85.0,1000.0,85000.0,Панель,26/1/2022,3/2/2022,2001,КОПЭ,0,22,0,Есть,2,Железобетонные,Панельные,Центральное,Нет,37.762623,55.66931999999999,ГОРОБМЕН,3.2261912999999995,Москва,13.06300189209689,middle
0,Многоквартирный дом,3,4/6,10.0,56.0,76.0,1250.0,95000.0,Кирпич,25/9/2021,10/2/2022,1928,индивидуальный проект,0,6,6,Нет,4,Деревянные,Кирпич,Центральное,Да,37.58173,55.752055000000006,Capital Mars,3.8388906000000005,Москва,2.1243158345901745,old
0,Многоквартирный дом,3,12/12,8.2,,62.0,1290.0,80000.0,Панель,28/1/2022,10/2/2022,1987,П-30,0,12,12,Есть,3,Железобетонные,Панельные,Центральное,Нет,37.523967999999996,55.799344999999995,Иван,4.127402,Москва,7.782357188318731,old
0,Многоквартирный дом,2,21/25,10.0,40.0,65.0,1308.0,85000.0,Панель,26/1/2022,10/2/2022,2012,КОПЭ - парус,0,25,21,Есть,6,Железобетонные,Панельные,Центральное,Нет,37.465908,55.688564,Михаил,3.6407292,Москва,11.775980043415805,new
0,Квартира,0,3/18,,52.0,82.0,488.0,40000.0,Монолит,5/11/2021,4/2/2022,0,0,0,0,0,0,0,0,0,0,0,37.583881,55.683498,ника,4.0471396,Москва,7.9060627468717,new
0,Многоквартирный дом,4,6/8,22.0,82.0,125.0,1840.0,230000.0,Кирпич,29/4/2021,10/2/2022,1951,индивидуальный проект,0,8,8,Есть,4,Железобетонные,Кирпич,Центральное,Да,37.568866,55.755712,Capital Mars,3.8417494,Москва,2.957515277790683,old
0,Многоквартирный дом,3,3/10,8.0,55.0,95.0,1474.0,140000.0,Кирпич,24/9/2021,10/2/2022,1975,МС,0,10,10,Есть,3,Железобетонные,Кирпич,Центральное,Нет,37.598115,55.74505799999999,Capital Mars,3.9223604,Москва,1.354973615538418,old
0,Квартира,3,5/12,,,115.0,2174.0,250000.0,Кирпич,29/1/2022,10/2/2022,0,0,0,0,0,0,0,0,0,0,0,37.642842,55.747068999999996,Trust Real Estate,3.9089417,Москва,1.8066293709810737,new
0,Многоквартирный дом,1,3/9,3.0,12.0,20.0,1000.0,20000.0,Кирпич,27/1/2022,9/2/2022,1972,П-29,0,9,9,Есть,3,Железобетонные,Кирпич,Центральное,Да,37.726313,55.804815000000005,Галина,3.9554419999999997,Москва,9.08780342038982,old
0,Квартира,1,18/28,13.0,22.0,43.0,1628.0,70000.0,Монолит,26/12/2021,30/1/2022,0,0,0,0,0,0,0,0,0,0,0,37.497018,55.85483000000001,ИП Никишина В.М.,3.7042167,Москва,13.629975771744764,new
0,Квартира,2,18/28,22.0,13.0,47.0,1596.0,75000.0,Монолит,26/12/2021,30/1/2022,0,0,0,0,0,0,0,0,0,0,0,37.497018,55.85483000000001,ИП Никишина В.М.,3.7042167,Москва,13.629975771744764,new
0,Квартира,2,3/28,20.0,20.0,52.0,1481.0,77000.0,Монолит,26/12/2021,30/1/2022,0,0,0,0,0,0,0,0,0,0,0,37.497018,55.85483000000001,ИП Никишина В.М.,3.7042167,Москва,13.629975771744764,new
0,Многоквартирный дом,3,5/30,,,130.0,1154.0,150000.0,Монолит,4/12/2021,9/2/2022,2003,Индивидуальный проект,0,30,30,Есть,4,Железобетонные,Кирпич,Центральное,Нет,37.499320000000004,55.80565,Ashtons International Realty,3.9369915,Москва,9.412152185811895,middle
0,Многоквартирный дом,2,6/9,7.5,23.0,37.0,1892.0,70000.0,Панель,26/1/2022,10/2/2022,1964,индивидуальный проект,0,9,9,Есть,1,Железобетонные,Блочные,Центральное,Да,37.674642,55.729387,natalibryz,3.9089417,Москва,4.498169085664392,old
0,Многоквартирный дом,3,6/19,15.0,80.0,196.0,1990.0,390000.0,Монолит,24/9/2021,9/2/2022,2006,индивидуальный проект,0,57,17,Есть,8,Железобетонные,Смешанные,Центральное,Нет,37.52068,55.798485,СКОЛКОВО Недвижимость,4.127402,Москва,7.87303818509354,middle
0,Квартира,3,5/5,,,158.0,2848.0,450000.0,Кирпич,27/1/2022,1/2/2022,0,0,0,0,0,0,0,0,0,0,0,37.623196,55.741678,Агентство элитной недвижимости Savills,3.8388906000000005,Москва,1.267899723347759,new
0,Многоквартирный дом,4,2/5,,,180.0,1944.0,350000.0,Кирпич,27/1/2022,10/2/2022,0,индивидуальный проект,0,5,0,Нет,2,Смешанные,Кирпич,Центральное,Да,37.588027000000004,55.762029000000005,Агентство элитной недвижимости Savills,3.8417494,Москва,2.0447055075514693,new
0,Многоквартирный дом,3,2/8,,,133.0,5639.0,750000.0,Кирпич,27/1/2022,10/2/2022,2011,Индивидуальный проект,0,8,6,Нет,3,Железобетонные,Монолитные,Центральное,Нет,37.599319,55.763493000000004,Агентство элитной недвижимости Savills,3.8417494,Москва,1.617088121145529,new
0,Квартира,0,5/5,,,18.0,1833.0,33000.0,Кирпич,26/12/2021,8/2/2022,0,0,0,0,0,0,0,0,0,0,0,37.739851,55.739412,Алена,3.4154193,Москва,7.93486745243033,new
0,Многоквартирный дом,1,4/5,8.0,20.0,34.0,2206.0,75000.0,Панель,8/11/2021,26/1/2022,1964,индивидуальный проект,0,5,5,Нет,6,Железобетонные,Блочные,Центральное,Да,37.590146999999995,55.78625699999999,Апартаменты24,3.873555,Москва,4.111587842120396,old
0,Многоквартирный дом,1,7/12,8.0,20.0,40.0,800.0,32000.0,Панель,3/6/2018,10/2/2022,1981,П-46,0,12,12,Есть,6,Железобетонные,Железобетон,Центральное,Нет,37.722693,55.87546,Агентство недвижимости СТОЛИЦА,3.8427089999999997,Москва,15.276962477708436,old
0,Квартира,2,2/6,,,89.0,2247.0,200000.0,Кирпич,28/12/2021,1/2/2022,0,0,0,0,0,0,0,0,0,0,0,37.636662,55.763027,Агентство элитной недвижимости Savills,3.8119370000000004,Москва,1.789678277439574,new
0,Многоквартирный дом,5,14/15,,,273.0,2930.0,800000.0,Кирпич,26/4/2021,10/2/2022,2002,индивидуальный проект,0,17,14,Есть,2,Железобетонные,Кирпич,Центральное,Нет,37.41211,55.72359,Агентство элитной недвижимости Savills,3.6220787000000003,Москва,13.17111309779158,middle
0,Квартира,2,2/24,,59.0,59.0,678.0,40000.0,Монолит,29/1/2022,7/2/2022,0,0,0,0,0,0,0,0,0,0,0,37.590012,55.525828000000004,Юлия,3.8388906000000005,Москва,25.25670253596588,new
0,Многоквартирный дом,1,7/12,10.0,19.0,38.0,1000.0,38000.0,Блоки,26/1/2022,9/2/2022,1969,II-18/22,0,12,12,Есть,1,Железобетонные,Блочные,Центральное,Да,37.63924,55.680468000000005,Лилия,3.8665447,Москва,8.126075797679947,old
0,Квартира,2,8/23,12.0,32.0,56.0,1429.0,80000.0,Монолит,1/2/2022,10/2/2022,0,0,0,0,0,0,0,0,0,0,0,37.418694,55.736731000000006,WELCOME REALTY,3.7132120000000004,Москва,12.483615720649027,new
0,Квартира,2,23/77,10.0,,62.0,4274.0,265000.0,Монолит,31/1/2022,10/2/2022,0,0,0,0,0,0,0,0,0,0,0,37.535332000000004,55.751568000000006,Эльмира Эмирова,3.8417494,Москва,5.03819049521507,new
0,Многоквартирный дом,5,6/18,,,402.0,1244.0,500000.0,Монолит,31/7/2021,31/1/2022,2005,индивидуальный проект,0,20,5,Есть,5,Железобетонные,Монолитные,Центральное,Нет,37.550333,55.67961,ООО Аврора Проперти,4.0804205,Москва,9.06418217909567,middle
0,Жилой дом блокированной застройки,3,4/13,35.0,52.0,135.0,1407.0,190000.0,Монолит,26/1/2022,10/2/2022,2007,индивидуальный проект,0,13,10,Есть,3,Железобетонные,Монолитные,Индивидуальный тепловой пункт (ИТП),Нет,37.51522,55.670880000000004,АН Вертикаль,4.0779476,Москва,11.035938580169121,middle
0,Многоквартирный дом,1,4/5,9.1,18.6,40.0,1250.0,50000.0,Кирпич,31/1/2022,7/2/2022,1962,индивидуальный проект,0,5,1,Нет,4,0,Не заполнено,0,0,37.4550694072147,55.724357767935494,Лиза,3.9491657999999994,Москва,10.547502824151751,old
0,Многоквартирный дом,2,16/17,9.0,36.0,62.0,1452.0,90000.0,Монолит,28/9/2021,26/1/2022,1966,1605 АМ,0,5,5,Нет,4,Железобетонные,Панельные,Центральное,Да,37.473896,55.735849,Екатерина,3.9491657999999994,Москва,9.08192071076789,old
0,Многоквартирный дом,1,10/24,13.0,,46.0,870.0,40000.0,Панель,29/1/2022,1/2/2022,2007,И-155,0,24,24,Есть,2,Железобетонные,Монолитные,Центральное,Нет,37.895432,55.722614,пожалуйста ко мне на-Вы,4.012772,Москва,17.88653606478098,middle
0,Квартира,1,7/17,,,24.0,1792.0,43000.0,Монолит,2/10/2021,28/1/2022,0,0,0,0,0,0,0,0,0,0,0,37.58725,55.848965,Алёна,3.8457084000000004,Москва,10.916752394906771,new
0,Квартира,2,12/20,6.4,25.3,51.3,2437.0,125000.0,Панель,26/1/2022,10/2/2022,0,0,0,0,0,0,0,0,0,0,0,37.516719,55.749902,DOORS AGENCY,3.9957302,Москва,6.211908369535274,new
0,Квартира,1,4/10,16.0,13.0,37.0,2568.0,95000.0,Кирпич,29/1/2022,7/2/2022,0,0,0,0,0,0,0,0,0,0,0,37.644558,55.724109,АРМАТА,3.5605660000000006,Москва,3.6212439530059704,new
0,Многоквартирный дом,2,3/5,7.0,28.0,45.0,933.0,42000.0,Кирпич,26/1/2022,8/2/2022,1963,нет данных,0,5,0,Нет,3,0,Кирпич,Центральное,Да,37.407663,55.736164,TOR,3.7132120000000004,Москва,13.178617801943524,old
0,Многоквартирный дом,3,23/30,24.0,,120.0,2167.0,260000.0,Монолит,28/1/2022,10/2/2022,2010,Индивидуальный,0,30,2,Есть,3,Железобетонные,Монолитные,Центральное,Нет,37.463305,55.819995,Только Недвижимость,3.8178966,Москва,12.172995534658757,new
0,Многоквартирный дом,2,12/12,12.0,31.0,52.0,1058.0,55000.0,Панель,27/1/2022,10/2/2022,1981,П-30,0,12,12,Есть,9,Железобетонные,Панельные,Центральное,Нет,37.404501,55.802239,Наталия,4.334199400000001,Москва,14.367411163037762,old
0,Квартира,4,12/16,30.0,,140.0,1571.0,220000.0,Панель,26/8/2021,9/2/2022,0,0,0,0,0,0,0,0,0,0,0,37.503073,55.647092,Только Недвижимость,3.9993846,Москва,13.675525421847825,new
0,Многоквартирный дом,1,12/17,8.0,19.0,38.0,1289.0,49000.0,Панель,23/12/2021,10/2/2022,1994,П-44,0,17,17,Есть,2,Железобетонные,Железобетон,Центральное,Нет,37.56697,55.828339,МИЭЛЬ-Сеть офисов недвижимости,3.7083507000000004,Москва,9.006400074491431,old
0,Многоквартирный дом,3,16/16,12.0,60.0,106.0,1085.0,115000.0,Панель,26/11/2021,10/2/2022,1989,ТК-1-44,0,16,16,Есть,3,Железобетонные,Панельные,Центральное,Нет,37.4188,55.749699,МИЭЛЬ-Сеть офисов недвижимости,4.130674,Москва,12.358411346052955,old
0,Квартира,1,23/33,21.0,13.0,45.6,1092.0,49800.0,Панель,26/1/2021,5/2/2022,0,0,0,0,0,0,0,0,0,0,0,37.554008,55.555184,ПИК-Аренда,4.16681,Москва,22.276658974767575,new
0,Многоквартирный дом,3,6/26,12.0,,143.0,1259.0,180000.0,Монолит,28/10/2021,27/1/2022,2001,0,0,26,5,Нет,6,0,Монолитные,Индивидуальный тепловой пункт (ИТП),Нет,37.446909999999995,55.724270999999995,Лиля,3.6220787000000003,Москва,11.041116947204804,middle
0,Квартира,1,4/5,4.0,6.6,18.7,2353.0,44000.0,Панель,27/12/2021,10/2/2022,0,0,0,0,0,0,0,0,0,0,0,37.576151,55.845926,ПИК-Аренда,4.2535715,Москва,10.721815075469232,new
0,Многоквартирный дом,3,2/5,9.0,,79.0,987.0,78000.0,Кирпич,27/1/2022,10/2/2022,1955,индивидуальный проект,0,5,5,Нет,3,Железобетонные,Кирпич,Центральное,Да,37.633913,55.836524,Александр,3.9260902,Москва,9.456574271480783,old
0,Многоквартирный дом,5,3/19,10.0,,200.0,1500.0,300000.0,Монолит,18/11/2020,28/1/2022,1998,З-97-15733,0,19,11,Есть,5,Железобетонные,Монолитные,Центральное,0,37.6061898408953,55.774410232103,OXE CAPITAL,3.873555,Москва,2.539659030820266,middle
0,Квартира,1,7/14,,,40.0,1750.0,70000.0,Кирпич,27/1/2022,10/2/2022,0,0,0,0,0,0,0,0,0,0,0,37.5962009,55.804285899999996,ЛОКАЛС,3.7019384,Москва,5.922816343692382,new
0,Многоквартирный дом,3,4/23,,,86.0,1802.0,155000.0,Кирпич,3/3/2020,10/2/2022,2008,индивидуальный,0,23,22,Есть,3,Железобетонные,Монолитные,Центральное,Нет,37.52165,55.80998,Агентство элитной недвижимости Savills,3.7451114999999997,Москва,8.722170269070084,middle
0,Многоквартирный дом,1,7/15,10.0,,38.0,1842.0,70000.0,Панель,28/1/2022,10/2/2022,2016,"индивидуальной постройки, монолит",0,15,15,Нет,2,Железобетонные,Монолитные,Центральное,Нет,37.635771999999996,55.84815,Только Недвижимость,3.8286712,Москва,10.755627798293952,new
0,Квартира,3,8/11,17.0,,56.0,2589.0,145000.0,Монолит,28/1/2022,10/2/2022,0,0,0,0,0,0,0,0,0,0,0,37.613099,55.70425,Только Недвижимость,3.900447,Москва,5.343067935215979,new
0,Квартира,3,7/21,16.0,,125.0,1440.0,180000.0,Блоки,28/1/2022,10/2/2022,0,0,0,0,0,0,0,0,0,0,0,37.61309,55.722188,Только Недвижимость,3.8388906000000005,Москва,3.3472719030756877,new
0,Квартира,2,6/6,24.0,,50.0,2400.0,120000.0,Кирпич,28/1/2022,10/2/2022,0,0,0,0,0,0,0,0,0,0,0,37.585709,55.77539300000001,Только Недвижимость,3.873555,Москва,3.1886930240041087,new
0,Многоквартирный дом,2,9/23,13.0,,70.0,1714.0,120000.0,Кирпич,28/1/2022,10/2/2022,2019,Индивидуальный,0,23,21,Есть,4,Железобетонные,Монолитные,Центральное,Да,37.697846000000006,55.751984,Только Недвижимость,3.6490226000000003,Москва,5.166932510748346,new
0,Квартира,3,8/12,10.0,,105.0,2476.0,260000.0,Кирпич,28/1/2022,10/2/2022,0,0,0,0,0,0,0,0,0,0,0,37.597252000000005,55.773196,Только Недвижимость,3.873555,Москва,2.6028831848287908,new
0,Многоквартирный дом,4,20/22,10.0,,120.0,1750.0,210000.0,Панель,18/4/2021,10/2/2022,2000,A-II-43,0,22,16,Есть,3,Железобетонные,Монолитные,Центральное,Нет,37.549588,55.756675,Только Недвижимость,3.8417494,Москва,4.1718271278998875,middle
0,Многоквартирный дом,5,20/22,16.0,,150.0,2333.0,350000.0,Панель,18/4/2021,10/2/2022,2000,A-II-43,0,22,16,Есть,3,Железобетонные,Монолитные,Центральное,Нет,37.549588,55.756675,Только Недвижимость,3.8417494,Москва,4.1718271278998875,middle
0,Квартира,2,12/26,6.0,,43.0,3953.0,170000.0,Панель,22/11/2021,10/2/2022,0,0,0,0,0,0,0,0,0,0,0,37.592420000000004,55.752141,Только Недвижимость,3.8388906000000005,Москва,1.4530203106128214,new
0,Многоквартирный дом,1,18/24,20.0,,54.0,1389.0,75000.0,Панель,27/12/2021,10/2/2022,2007,II-05,0,24,0,Есть,1,Железобетонные,Железобетон,Центральное,Нет,37.489167,55.65101800000001,Только Недвижимость,3.9993846,Москва,13.78785829128926,middle
0,Многоквартирный дом,3,4/8,9.0,,80.0,1250.0,100000.0,Панель,28/12/2021,10/2/2022,1957,индивидуальный проект,0,8,8,Есть,6,Железобетонные,Кирпич,Центральное,Да,37.536004999999996,55.682534,Только Недвижимость,4.0804205,Москва,9.230068225043247,old
0,Многоквартирный дом,3,3/9,10.0,,105.0,2571.0,270000.0,Панель,17/12/2021,10/2/2022,1937,индивидуальный проект,0,9,9,Нет,6,Железобетонные,Кирпич,Центральное,Нет,37.599247,55.767742000000005,Только Недвижимость,3.873555,Москва,2.0088334819169025,old
0,Многоквартирный дом,2,3/8,9.0,,56.5,1770.0,100000.0,Панель,27/12/2021,10/2/2022,1958,индивидуальный проект,0,8,8,Есть,6,Железобетонные,Кирпич,Центральное,Да,37.529241,55.684102,Только Недвижимость,4.0804205,Москва,9.324488410509966,old
0,Квартира,5,4/4,40.0,288.0,707.0,820.0,580000.0,Панель,24/4/2021,10/2/2022,0,0,0,0,0,0,0,0,0,0,0,37.39098,55.78356899999999,Apple Real Estate,4.334199400000001,Москва,14.521715082227791,new
0,Квартира,2,21/26,7.0,32.0,40.0,3750.0,150000.0,Монолит,14/2/2021,10/2/2022,0,0,0,0,0,0,0,0,0,0,0,37.5923,55.752201,Apple Real Estate,3.8388906000000005,Москва,1.4605290714084875,new
0,Многоквартирный дом,3,17/26,16.0,66.0,115.0,1304.0,150000.0,Панель,25/11/2021,10/2/2022,2010,индивидуальный проект,0,26,1,Есть,1,Железобетонные,Монолитные,"Автономная котельная (крышная, встроенно-пристроенная)",Нет,37.556263,55.669888,Apple Real Estate,3.88875,Москва,9.895367982821007,new
0,Многоквартирный дом,2,5/8,10.0,36.0,54.0,1204.0,65000.0,Кирпич,20/6/2020,26/1/2022,1958,индивидуальный проект,0,8,8,Есть,14,Железобетонные,Кирпич,Центральное,Да,37.524821,55.674925,Московский Центр Недвижимости,4.0804205,Москва,10.324062584092097,old
0,Многоквартирный дом,1,20/26,14.0,20.0,49.0,1735.0,85000.0,Монолит,26/1/2022,10/2/2022,2015,Иной,0,26,26,Нет,1,Железобетонные,Монолитные,Центральное,Нет,37.493713,55.841083999999995,.......,4.0147448,Москва,12.501760649962616,new
0,Многоквартирный дом,1,3/17,8.0,18.0,36.6,1093.0,40000.0,Панель,26/1/2022,10/2/2022,2004,П-44,0,17,17,Есть,3,Железобетонные,Панельные,Центральное,Да,37.777023,55.74345600000001,Наталья,3.7237616,Москва,10.186458187716125,middle
