object_type,type,rooms,level,kitchen_area,living_area,area,price_by_meter,price,material,published,updated,build_year,build_serias,build_type,max_levels,min_levels,rubbish_chute,enterances,build_overlap,build_walls,heating,gas,longitude,latitude,agencyName,areaRating,city,remoute_from_center,build_oldest
0,Не заполнено,2,3/5,10.0,40.0,60.0,200.0,12000.0,Панель,20/5/2021,10/2/2022,0,0,0,0,0,0,0,0,Не заполнено,0,0,47.863361,56.647656999999995,Антон,3.6344512000000004,Йошкар-Ола,1.9517143237641257,new
0,Квартира,2,1/10,12.0,45.0,60.0,583.0,35000.0,Кирпич,30/9/2021,10/2/2022,0,0,0,0,0,0,0,0,0,0,0,47.877609,56.625316000000005,Антон Александрович,3.6344512000000004,Йошкар-Ола,1.702296839611606,new
0,Многоквартирный дом,3,1/5,10.0,54.0,82.0,268.0,22000.0,Кирпич,15/9/2021,10/2/2022,1987,кирпичный,0,5,5,Нет,5,Железобетонные,Кирпич,Центральное,Да,47.900983000000004,56.644836,"Риелторская компания ""Партнеры""",3.6344512000000004,Йошкар-Ола,0.9209452524249684,old
0,Многоквартирный дом,1,2/5,8.0,18.0,35.0,314.0,11000.0,Кирпич,11/1/2022,10/2/2022,1987,Кирпичный,0,5,5,Нет,1,Железобетонные,Кирпич,Центральное,Да,47.878426,56.647054000000004,"Риелторская компания ""Партнеры""",3.6344512000000004,Йошкар-Ола,1.1939072603780752,old
0,Многоквартирный дом,1,2/9,9.0,16.0,35.0,429.0,15000.0,Кирпич,10/2/2022,10/2/2022,2015,кирпичный,0,10,9,Нет,6,Железобетонные,Кирпич,Квартирное отопление (квартирный котел),Да,47.853085,56.646058999999994,"""Орбита""",3.6344512000000004,Йошкар-Ола,2.4510246381870733,new
0,Многоквартирный дом,2,8/9,7.5,31.0,56.0,214.0,12000.0,Панель,1/5/2021,9/2/2022,1975,125,0,9,0,Есть,6,Железобетонные,Панельные,Центральное,Нет,47.908178,56.627565000000004,Марий Эл недвижимость,3.6344512000000004,Йошкар-Ола,1.642182403460089,old
0,Многоквартирный дом,1,2/10,9.0,,37.0,243.0,9000.0,Кирпич,7/2/2021,9/2/2022,2002,0,0,10,10,Нет,8,Железобетонные,Кирпич,Центральное,Да,47.9358013247274,56.6376248133477,"Агентство ""Квартира 12""",3.6344512000000004,Йошкар-Ола,2.7654818904204896,middle
0,Многоквартирный дом,2,3/5,8.0,35.0,50.0,260.0,13000.0,Панель,23/8/2017,9/2/2022,1942,-,0,2,0,Нет,2,Деревянные,Деревянные,Центральное,Да,47.871168,56.636936999999996,марина,3.6344512000000004,Йошкар-Ола,1.2206039325924085,old
0,Многоквартирный дом,1,3/5,3.0,15.0,18.2,440.0,8000.0,Кирпич,13/10/2021,9/2/2022,1970,кирпичный,0,5,5,Нет,3,Железобетонные,Кирпич,Центральное,Нет,47.840158,56.635298,"АН ""Альянс""",3.6344512000000004,Йошкар-Ола,3.13026461002831,old
0,Многоквартирный дом,2,1/5,8.0,30.0,54.0,278.0,15000.0,Панель,10/2/2022,10/2/2022,1975,панельный,0,5,5,Нет,6,Железобетонные,Панельные,Центральное,Да,47.842682,56.634584999999994,Татьяна ( риэлтор ),3.6344512000000004,Йошкар-Ола,2.988009628081362,old
0,Многоквартирный дом,2,3/6,11.0,,60.0,287.0,17200.0,Кирпич,9/1/2022,10/2/2022,1998,Кирпичный,0,6,6,Нет,11,Железобетонные,Кирпич,Центральное,Да,47.888424,56.646712,"ООО ""Авангард-сити""",3.6344512000000004,Йошкар-Ола,0.8961043878070768,middle
0,Многоквартирный дом,1,4/9,7.0,20.0,35.0,343.0,12000.0,Кирпич,9/1/2022,9/2/2022,1992,кирпичный,0,14,14,Нет,3,Железобетонные,Кирпич,Центральное,Нет,47.8618212192859,56.6411955793415,Тинатин,3.6344512000000004,Йошкар-Ола,1.7972586048021675,old
0,Многоквартирный дом,1,2/5,7.0,,33.0,333.0,11000.0,Кирпич,6/4/2020,10/2/2022,1964,кирпичный,0,5,5,Нет,4,Железобетонные,Кирпич,Центральное,Да,47.868725932259906,56.6454104820661,Пользователь,3.6344512000000004,Йошкар-Ола,1.5419757861668069,old
0,Многоквартирный дом,1,2/3,7.0,18.0,34.0,265.0,9000.0,Блоки,9/2/2022,9/2/2022,1954,0,0,2,0,0,1,Деревянные,Кирпич,0,0,47.8710880171966,56.6224516076873,Марий Эл недвижимость,3.6344512000000004,Йошкар-Ола,2.182311236153767,old
0,Многоквартирный дом,2,3/3,3.0,25.0,28.0,250.0,7000.0,Кирпич,8/2/2022,8/2/2022,1969,кирпичный,0,3,3,Нет,2,Железобетонные,Кирпич,Центральное,Нет,47.843579999999996,56.634689,Первый Мега-магазин недвижимости,3.6344512000000004,Йошкар-Ола,2.931771098344942,old
0,Квартира,2,1/2,8.0,30.0,45.0,222.0,10000.0,Кирпич,22/4/2019,10/2/2022,0,0,0,0,0,0,0,0,0,0,0,47.94742203,56.62829208,Первый Мега-магазин недвижимости,3.6344512000000004,Йошкар-Ола,3.6666128283904267,new
0,Многоквартирный дом,1,2/5,,,45.0,356.0,16000.0,Кирпич,10/2/2022,10/2/2022,2009,-,0,5,5,Нет,2,Железобетонные,Кирпич,Центральное,Да,47.896921999999996,56.633748,Первый Мега-магазин недвижимости,3.6344512000000004,Йошкар-Ола,0.6743695268259052,middle
0,Квартира,3,4/5,7.0,42.0,60.0,500.0,30000.0,Кирпич,31/3/2021,10/2/2022,0,0,0,0,0,0,0,0,0,0,0,47.894175373016395,56.63554497539829,Первый Мега-магазин недвижимости,3.6344512000000004,Йошкар-Ола,0.4151797542234596,new
0,Многоквартирный дом,2,1/5,5.0,31.0,46.0,304.0,14000.0,Кирпич,5/2/2022,8/2/2022,1973,0,0,5,0,0,4,0,Кирпич,Центральное,Да,47.945646999999994,56.624896,светлана,3.6344512000000004,Йошкар-Ола,3.7047400211132997,old
0,Квартира,1,5/9,10.0,17.0,41.0,390.0,16000.0,Кирпич,26/9/2021,10/2/2022,0,0,0,0,0,0,0,0,0,0,0,47.851162,56.627342000000006,надя,3.6344512000000004,Йошкар-Ола,2.744209153848608,new
0,Многоквартирный дом,1,3/5,5.8,11.0,22.0,364.0,8000.0,Кирпич,9/2/2022,9/2/2022,1970,кирпичный,0,5,5,Нет,6,Железобетонные,Кирпич,Центральное,Да,47.871506599991996,56.65016492641811,"АН ""Городская недвижимость""",3.6344512000000004,Йошкар-Ола,1.73440662325821,old
0,Многоквартирный дом,1,2/10,12.0,18.0,40.0,300.0,12000.0,Кирпич,13/7/2020,9/2/2022,2016,кирпичный,0,9,9,Есть,3,Железобетонные,Кирпич,Квартирное отопление (квартирный котел),Да,47.834283,56.648627000000005,"Риелторская компания ""Партнеры""",3.6344512000000004,Йошкар-Ола,3.635826155788667,new
0,Многоквартирный дом,1,6/7,12.0,18.0,45.0,311.0,14000.0,Кирпич,30/6/2021,7/2/2022,2017,0,0,7,7,0,1,Железобетонные,Кирпич,Квартирное отопление (квартирный котел),Да,47.91326275665279,56.63533359402351,маргарита,3.6344512000000004,Йошкар-Ола,1.4316844148535277,new
0,Многоквартирный дом,2,10/14,15.0,40.0,78.0,321.0,25000.0,Кирпич,24/9/2021,8/2/2022,2010,кирпичный,0,14,9,Нет,7,Железобетонные,Кирпич,Центральное,Да,47.855726000000004,56.644668,АН Ассоль,3.6344512000000004,Йошкар-Ола,2.248779705233922,new
0,Многоквартирный дом,1,7/9,12.0,18.0,38.0,395.0,15000.0,Кирпич,8/2/2022,8/2/2022,2014,0,0,9,0,Нет,10,Железобетонные,Кирпич,Квартирное отопление (квартирный котел),Да,47.827263160597106,56.63416097985311,Светлана,3.6344512000000004,Йошкар-Ола,3.93126184985298,new
0,Многоквартирный дом,2,2/10,9.0,,50.0,200.0,10000.0,Кирпич,29/12/2020,9/2/2022,1988,0,0,10,10,0,1,0,Кирпич,Центральное,Да,47.941109999999995,56.631337,"Риелторская компания ""Партнеры""",3.6344512000000004,Йошкар-Ола,3.1975233729909904,old
0,Многоквартирный дом,1,7/10,9.0,,42.0,333.0,14000.0,Кирпич,18/1/2022,9/2/2022,2015,кирпичный,0,10,10,Нет,6,Железобетонные,Кирпич,Центральное,Да,47.927968,56.639115000000004,АН Ассоль,3.6344512000000004,Йошкар-Ола,2.2821603239407224,new
0,Многоквартирный дом,2,4/9,13.0,35.0,65.0,392.0,25500.0,Кирпич,7/2/2022,8/2/2022,2017,Кирпичный,0,9,1,Нет,0,Железобетонные,Кирпич,Квартирное отопление (квартирный котел),Да,47.918228810193796,56.6409989627357,Ольга,3.6344512000000004,Йошкар-Ола,1.702393895991043,new
0,Многоквартирный дом,1,3/5,6.0,18.0,32.0,344.0,11000.0,Кирпич,8/2/2022,10/2/2022,1981,-,0,5,5,Нет,7,Железобетонные,Кирпич,Центральное,Да,47.902339000000005,56.645074,Александр,3.6344512000000004,Йошкар-Ола,0.997861402836282,old
0,Многоквартирный дом,1,1/5,8.0,17.0,32.0,297.0,9500.0,Кирпич,8/2/2022,9/2/2022,1993,кирпичный,0,5,5,Нет,1,Железобетонные,Кирпич,Центральное,Да,47.821563,56.629288,Первый Мега-магазин недвижимости,3.6344512000000004,Йошкар-Ола,4.376932954790669,old
0,Многоквартирный дом,2,1/5,,,70.0,329.0,23000.0,Кирпич,26/10/2016,10/2/2022,1953,-,0,2,0,0,2,Деревянные,Кирпич,Центральное,Да,47.873917,56.638158999999995,Оксана,3.6344512000000004,Йошкар-Ола,1.0369527215039074,old
0,Многоквартирный дом,1,3/5,9.0,19.0,35.0,286.0,10000.0,Панель,24/1/2022,8/2/2022,1988,панельный,0,5,5,Нет,2,Железобетонные,Панельные,Центральное,Да,47.969758,56.649691000000004,Актив,3.6344512000000004,Йошкар-Ола,4.995649017887324,old
0,Многоквартирный дом,2,6/9,9.6,28.1,52.8,341.0,18000.0,Кирпич,31/1/2022,10/2/2022,2010,кирпичный,0,14,9,Нет,7,Железобетонные,Кирпич,Центральное,Да,47.855841999999996,56.645188,Irina,3.6344512000000004,Йошкар-Ола,2.259600451012813,new
0,Квартира,1,8/9,8.0,20.0,35.0,243.0,8500.0,Кирпич,10/2/2022,10/2/2022,0,0,0,0,0,0,0,0,0,0,0,47.819532,56.63920400000001,Первый Мега-магазин недвижимости,3.6344512000000004,Йошкар-Ола,4.372003222881919,new
0,Многоквартирный дом,1,2/10,10.0,20.0,42.0,286.0,12000.0,Кирпич,8/2/2022,8/2/2022,2009,0,0,9,9,Есть,2,Железобетонные,Кирпич,Центральное,Да,47.862265,56.63969399999999,Агентство недвижимости «у‑ola12»,3.6344512000000004,Йошкар-Ола,1.7526753430224709,middle
0,Многоквартирный дом,1,5/9,12.0,17.0,40.2,373.0,15000.0,Кирпич,25/7/2021,7/2/2022,2008,кирпичный,0,8,7,Нет,3,Железобетонные,Кирпич,Центральное,Да,47.898548,56.644861,АН Ассоль,3.6344512000000004,Йошкар-Ола,0.8289631691409665,middle
0,Квартира,1,4/9,13.0,17.0,40.0,425.0,17000.0,Кирпич,7/2/2022,10/2/2022,0,0,0,0,0,0,0,0,0,0,0,47.917367999999996,56.638090000000005,Юлия,3.6344512000000004,Йошкар-Ола,1.6332046751719023,new
0,Квартира,1,7/9,12.0,25.0,42.0,476.0,20000.0,Кирпич,6/4/2020,10/2/2022,0,0,0,0,0,0,0,0,0,0,0,47.81966894693829,56.637480134593496,Владимир,3.6344512000000004,Йошкар-Ола,4.365795925857768,new
0,Многоквартирный дом,2,3/5,10.0,,55.0,364.0,20000.0,Кирпич,8/2/2022,8/2/2022,2008,Индивидуальный,0,5,5,0,4,Железобетонные,Кирпич,Центральное,Да,47.894865,56.632059999999996,Первый Мега-магазин недвижимости,3.6344512000000004,Йошкар-Ола,0.7881104633070604,middle
0,Квартира,1,2/10,,,50.0,300.0,15000.0,Кирпич,8/2/2022,9/2/2022,0,0,0,0,0,0,0,0,0,0,0,47.924644,56.64301999999999,Первый Мега-магазин недвижимости,3.6344512000000004,Йошкар-Ола,2.130985317099217,new
0,Многоквартирный дом,3,6/9,,,68.0,265.0,18000.0,Панель,8/2/2022,9/2/2022,1975,кирпичный,0,9,1,Есть,1,Железобетонные,Кирпич,Центральное,Да,47.895144,56.641481000000006,Первый Мега-магазин недвижимости,3.6344512000000004,Йошкар-Ола,0.4035205055588085,old
0,Многоквартирный дом,2,2/5,12.0,32.0,56.0,250.0,14000.0,Кирпич,9/2/2022,9/2/2022,1991,кирпичный,0,5,5,Нет,3,Железобетонные,Кирпич,Центральное,Да,47.886520000000004,56.642030000000005,Дарья,3.6344512000000004,Йошкар-Ола,0.447323190139562,old
0,Многоквартирный дом,2,2/5,6.0,25.0,40.0,250.0,10000.0,Кирпич,7/2/2022,7/2/2022,1970,кирпичный,0,5,5,Нет,2,Железобетонные,Кирпич,Центральное,Да,47.89959,56.636807999999995,РиэлтСервис,3.6344512000000004,Йошкар-Ола,0.5830720129906742,old
0,Многоквартирный дом,1,5/5,9.0,,37.0,297.0,11000.0,Кирпич,17/1/2022,10/2/2022,2014,0,0,3,0,Нет,3,Железобетонные,Кирпич,Квартирное отопление (квартирный котел),Да,47.976513,56.642365000000005,Агентство недвижимости,3.6344512000000004,Йошкар-Ола,5.275517529117737,new
0,Многоквартирный дом,1,8/9,8.0,17.0,37.0,378.0,14000.0,Кирпич,8/2/2022,8/2/2022,2016,кирпичный,0,9,9,Нет,4,Железобетонные,Кирпич,Квартирное отопление (квартирный котел),Да,47.846958,56.644608999999996,Продавец,3.6344512000000004,Йошкар-Ола,2.7661996602010914,new
0,Многоквартирный дом,2,1/5,,,46.0,239.0,11000.0,Панель,8/2/2022,8/2/2022,1967,Панельный,0,5,5,Нет,4,Железобетонные,Панельные,Центральное,Да,47.876716607131904,56.635080125644905,Флагман,3.6344512000000004,Йошкар-Ола,0.9557914891588243,old
0,Не заполнено,1,7/9,7.0,20.0,35.0,343.0,12000.0,Панель,15/10/2021,10/2/2022,1992,111125,0,10,0,0,1,Железобетонные,Панельные,0,0,47.922946,56.637069999999994,Первый Мега-магазин недвижимости,3.6344512000000004,Йошкар-Ола,1.9828000461427644,old
0,Многоквартирный дом,3,2/10,6.0,45.0,70.0,186.0,13000.0,Панель,5/2/2022,9/2/2022,1984,панельный,0,9,9,Нет,6,Железобетонные,Панельные,Центральное,Да,47.830887,56.637273,александр,3.6344512000000004,Йошкар-Ола,3.678872369049408,old
0,Многоквартирный дом,2,2/5,9.0,,54.0,241.0,13000.0,Панель,26/7/2018,8/2/2022,1989,панельный,0,5,5,Нет,6,Железобетонные,Кирпич,Центральное,Да,47.831894,56.63607,АГЕНТСТВО,3.6344512000000004,Йошкар-Ола,3.6258473366189894,old
0,Многоквартирный дом,2,2/5,12.0,35.0,60.0,200.0,12000.0,Кирпич,28/12/2021,6/2/2022,1994,-,0,6,0,Нет,2,Железобетонные,Кирпич,Центральное,Да,47.875183,56.62915400000001,Светлана,3.6344512000000004,Йошкар-Ола,1.4362074908622828,old
0,Квартира,1,6/10,,,39.0,462.0,18000.0,Кирпич,4/2/2022,9/2/2022,0,0,0,0,0,0,0,0,0,0,0,47.876671,56.625725,Baby Shop Yoshka,3.6344512000000004,Йошкар-Ола,1.6910929008642146,new
0,Многоквартирный дом,1,1/9,11.0,18.0,37.0,270.0,10000.0,Кирпич,12/11/2020,10/2/2022,1999,кирпичный,0,10,7,Нет,4,Железобетонные,Кирпич,"Автономная котельная (крышная, встроенно-пристроенная)",Да,47.822164,56.629996,Первый Мега-магазин недвижимости,3.6344512000000004,Йошкар-Ола,4.322612537128368,middle
0,Многоквартирный дом,2,2/4,11.0,35.0,58.0,345.0,20000.0,Кирпич,6/2/2022,6/2/2022,1964,кирпичный,0,5,5,Нет,4,Железобетонные,Кирпич,Центральное,Да,47.872873999999996,56.645607999999996,Агата,3.6344512000000004,Йошкар-Ола,1.336684082977786,old
0,Многоквартирный дом,1,3/9,7.0,18.0,40.0,233.0,9300.0,Панель,9/3/2016,10/2/2022,1996,панельный,0,10,10,Есть,4,Железобетонные,Панельные,Центральное,Да,47.841977,56.645027,БАЗИС,3.6344512000000004,Йошкар-Ола,3.074286395955805,old
0,Многоквартирный дом,2,3/6,6.0,35.0,48.0,229.0,11000.0,Кирпич,6/2/2022,7/2/2022,1969,кирпичный,0,4,4,Нет,3,Железобетонные,Кирпич,Центральное,Да,47.88245,56.621766,Первый Мега-магазин недвижимости,3.6344512000000004,Йошкар-Ола,1.961255367709963,old
0,Не заполнено,1,7/9,10.0,18.0,37.0,351.0,13000.0,Кирпич,14/9/2021,10/2/2022,0,0,0,0,0,0,0,0,Не заполнено,0,0,47.853839,56.642876,Агентство недвижимости «у‑ola12»,3.6344512000000004,Йошкар-Ола,2.312223994563181,new
0,Многоквартирный дом,1,6/14,10.0,25.0,45.0,267.0,12000.0,Монолит,7/2/2022,10/2/2022,1996,монолит,0,14,14,Нет,1,Железобетонные,Монолитные,Центральное,Да,47.936735999999996,56.623493999999994,Первый Мега-магазин недвижимости,3.6344512000000004,Йошкар-Ола,3.293672283517376,old
0,Квартира,2,2/9,9.0,37.0,56.0,143.0,8000.0,Кирпич,3/7/2021,10/2/2022,0,0,0,0,0,0,0,0,0,0,0,47.886178,56.6316,Дарья,3.6344512000000004,Йошкар-Ола,0.8468767012747616,new
0,Многоквартирный дом,1,3/5,7.0,,36.0,278.0,10000.0,Кирпич,5/11/2021,8/2/2022,1986,кирпичный,0,5,5,Нет,10,Железобетонные,Кирпич,Центральное,Да,47.871509,56.650938000000004,АН Ассоль,3.6344512000000004,Йошкар-Ола,1.798237845352095,old
0,Многоквартирный дом,2,2/5,,,52.0,212.0,11000.0,Кирпич,19/2/2021,8/2/2022,1975,0,0,5,5,Нет,5,0,Панельные,Центральное,Да,47.943626,56.630722999999996,Первый Мега-магазин недвижимости,3.6344512000000004,Йошкар-Ола,3.364481842694258,old
0,Многоквартирный дом,1,3/9,8.0,,40.0,213.0,8500.0,Кирпич,8/2/2022,10/2/2022,1968,кирпичный,0,9,9,Есть,1,Железобетонные,Кирпич,Центральное,Да,47.870781,56.640871999999995,Риелтор,3.6344512000000004,Йошкар-Ола,1.249224125914385,old
0,Квартира,2,3/5,6.0,28.0,44.0,193.0,8500.0,Панель,21/10/2020,8/2/2022,0,0,0,0,0,0,0,0,0,0,0,47.84648840327289,56.632118006995604,Первый Мега-магазин недвижимости,3.6344512000000004,Йошкар-Ола,2.8170877699178853,new
0,Не заполнено,1,9/11,10.0,18.0,38.0,368.0,14000.0,Кирпич,9/2/2022,9/2/2022,2016,0,0,11,1,Нет,2,Железобетонные,Кирпич,Квартирное отопление (квартирный котел),Да,47.86362556969689,56.640244585981506,Даниил,3.6344512000000004,Йошкар-Ола,1.6742287143289334,new
0,Многоквартирный дом,3,4/5,10.0,61.0,76.0,461.0,35000.0,Кирпич,4/2/2020,4/2/2022,2007,кирпичный,0,9,5,Нет,9,Железобетонные,Кирпич,Центральное,Да,47.887142,56.6469,Виталий,3.6344512000000004,Йошкар-Ола,0.9324130943069572,middle
0,Многоквартирный дом,1,2/5,9.0,20.0,41.0,293.0,12000.0,Кирпич,4/2/2022,10/2/2022,1988,данные отсутствуют,0,5,5,Нет,6,Железобетонные,Кирпич,Центральное,Да,47.862696,56.644845999999994,Лилия,3.6344512000000004,Йошкар-Ола,1.851162490001795,old
0,Многоквартирный дом,1,2/5,10.0,20.0,45.0,267.0,12000.0,Кирпич,30/9/2021,10/2/2022,2007,-,0,5,5,Нет,1,Железобетонные,Кирпич,Квартирное отопление (квартирный котел),Да,47.879154,56.650932999999995,"Агентство недвижимости ""КЛЮЧ""",3.6344512000000004,Йошкар-Ола,1.5307222132601408,middle
0,Квартира,1,5/9,9.0,18.0,40.0,375.0,15000.0,Кирпич,5/2/2022,6/2/2022,0,0,0,0,0,0,0,0,0,0,0,47.8274161354632,56.6410324735641,Ксения,3.6344512000000004,Йошкар-Ола,3.896030225052162,new
0,Многоквартирный дом,1,1/5,,,35.0,243.0,8500.0,Кирпич,20/11/2020,7/2/2022,1987,кирпичный,0,5,6,Нет,6,Железобетонные,Кирпич,Центральное,Да,47.908861,56.618502,Наталья,3.6344512000000004,Йошкар-Ола,2.5149868123088925,old
0,Не заполнено,1,5/9,10.0,18.0,39.0,410.0,16000.0,Кирпич,5/11/2021,5/2/2022,2016,0,0,11,1,Нет,2,Железобетонные,Кирпич,Квартирное отопление (квартирный котел),Да,47.863406,56.640184,АН Ассоль,3.6344512000000004,Йошкар-Ола,1.6869950654332375,new
0,Многоквартирный дом,2,5/5,8.0,30.0,54.0,426.0,23000.0,Кирпич,5/2/2022,10/2/2022,1990,кирпичный,0,5,5,Нет,6,Железобетонные,Кирпич,Центральное,Да,47.892682,56.64771700000001,"АН ""Успех""",3.6344512000000004,Йошкар-Ола,1.003090185983491,old
0,Многоквартирный дом,2,1/5,6.0,,48.6,267.0,13000.0,Панель,4/2/2022,10/2/2022,1988,0,0,5,5,0,6,0,Панельные,Центральное,Да,47.945440000000005,56.624093,Вероника,3.6344512000000004,Йошкар-Ола,3.731517472009974,old
0,Многоквартирный дом,1,6/9,10.0,19.0,44.0,318.0,14000.0,Кирпич,22/1/2022,3/2/2022,2009,Индивидуальный,0,10,10,0,5,Железобетонные,Кирпич,Центральное,Да,47.927240000000005,56.64004,ИП Ямбухтина Е.В.,3.6344512000000004,Йошкар-Ола,2.241605245019777,middle
0,Квартира,1,8/9,10.0,,37.0,257.0,9500.0,Кирпич,20/1/2022,9/2/2022,0,0,0,0,0,0,0,0,0,0,0,47.821781,56.638515000000005,Агентство недвижимости,3.6344512000000004,Йошкар-Ола,4.233872588579157,new
0,Многоквартирный дом,1,5/9,12.0,,45.0,289.0,13000.0,Кирпич,6/2/2022,10/2/2022,1989,т.п. ВС-011/1.2,0,10,10,Нет,5,Железобетонные,Кирпич,Центральное,Да,47.940909999999995,56.623188,"Агентство недвижимости ""КЛЮЧ""",3.6344512000000004,Йошкар-Ола,3.5321463591370974,old
0,Не заполнено,1,1/9,9.0,18.0,35.0,300.0,10500.0,Кирпич,6/7/2020,8/2/2022,0,0,0,0,0,0,0,0,Не заполнено,0,0,47.824311,56.633421999999996,Первый Мега-магазин недвижимости,3.6344512000000004,Йошкар-Ола,4.122055729932205,new
0,Многоквартирный дом,2,5/5,6.0,27.0,42.0,238.0,10000.0,Панель,5/2/2022,10/2/2022,1972,панельный,0,5,5,Нет,6,Железобетонные,Панельные,Центральное,Да,47.844721,56.632902,Первый Мега-магазин недвижимости,3.6344512000000004,Йошкар-Ола,2.900937053928512,old
0,Многоквартирный дом,1,2/9,8.0,20.0,40.0,200.0,8000.0,Панель,28/1/2022,6/2/2022,1996,0,0,10,0,Есть,3,0,Панельные,Центральное,Да,47.925201,56.638906999999996,Первый Мега-магазин недвижимости,3.6344512000000004,Йошкар-Ола,2.112116136056613,old
0,Многоквартирный дом,2,1/9,10.0,35.0,60.0,183.0,11000.0,Кирпич,11/1/2022,6/2/2022,1987,-,0,9,9,Нет,3,Железобетонные,Кирпич,Центральное,Да,47.8654,56.63622900000001,Светлана,3.6344512000000004,Йошкар-Ола,1.5828585148936618,old
0,Многоквартирный дом,1,3/5,9.0,,37.0,216.0,8000.0,Панель,10/11/2021,7/2/2022,1984,кирпичный,0,5,5,Нет,4,Железобетонные,Кирпич,Центральное,Да,47.950561,56.624607999999995,Анастасия,3.6344512000000004,Йошкар-Ола,3.993399181818922,old
0,Квартира,1,1/14,10.0,,40.0,375.0,15000.0,Кирпич,8/2/2022,10/2/2022,0,0,0,0,0,0,0,0,0,0,0,47.864215,56.640629000000004,Giks Nedvizhimost,3.6344512000000004,Йошкар-Ола,1.6430745765891634,new
0,Квартира,1,6/10,9.0,17.0,40.0,375.0,15000.0,Кирпич,25/1/2022,6/2/2022,0,0,0,0,0,0,0,0,0,0,0,47.876709999999996,56.625653,"Риелторская компания ""Партнеры""",3.6344512000000004,Йошкар-Ола,1.696765766187706,new
0,Многоквартирный дом,2,1/5,,,56.0,250.0,14000.0,Кирпич,10/2/2022,10/2/2022,1975,панельный,0,5,5,Нет,6,Железобетонные,Панельные,Центральное,Да,47.842682,56.634584999999994,Аренда квартир,3.6344512000000004,Йошкар-Ола,2.988009628081362,old
0,Многоквартирный дом,1,7/10,9.0,,35.0,257.0,9000.0,Кирпич,30/1/2022,4/2/2022,2000,"С-13/98-ЭО, монолитный жилой дом поз.24",0,7,5,Нет,2,Железобетонные,Смешанные,Центральное,Да,47.8494722883605,56.648371358116705,Первый Мега-магазин недвижимости,3.6344512000000004,Йошкар-Ола,2.7505994579357447,middle
0,Многоквартирный дом,2,4/6,10.0,,63.9,407.0,26000.0,Кирпич,10/9/2021,9/2/2022,2006,кирпичный,0,6,1,Нет,4,Железобетонные,Кирпич,Квартирное отопление (квартирный котел),Да,47.902519,56.643391,Надежда(Агентство),3.6344512000000004,Йошкар-Ола,0.8851827285913043,middle
0,Квартира,1,1/9,,,31.0,387.0,12000.0,Кирпич,9/2/2022,10/2/2022,0,0,0,0,0,0,0,0,0,0,0,47.81971,56.637646,Наталья,3.6344512000000004,Йошкар-Ола,4.362699744833926,new
0,Квартира,1,4/9,14.0,24.0,46.0,435.0,20000.0,Кирпич,3/2/2022,3/2/2022,0,0,0,0,0,0,0,0,0,0,0,47.883070000000004,56.62792099999999,"Риелторская компания ""Партнеры""",3.6344512000000004,Йошкар-Ола,1.2974244264463586,new
0,Многоквартирный дом,4,5/5,,,100.0,300.0,30000.0,Кирпич,26/4/2018,10/2/2022,1969,кирпичный,0,5,5,Нет,3,Железобетонные,Кирпич,Центральное,Да,47.887706,56.626870999999994,Людмила,3.6344512000000004,Йошкар-Ола,1.338355061207979,old
0,Многоквартирный дом,2,2/5,,,44.5,270.0,12000.0,Кирпич,5/2/2022,5/2/2022,1963,железобетонный,0,5,5,Нет,3,Железобетонные,Монолитные,Центральное,Да,47.952573,56.625089,Ирина,3.6344512000000004,Йошкар-Ола,4.086843381377171,old
0,Квартира,1,3/9,11.0,16.0,36.0,333.0,12000.0,Кирпич,5/2/2022,9/2/2022,0,0,0,0,0,0,0,0,0,0,0,47.822883000000004,56.639342000000006,Отдел Продаж,3.6344512000000004,Йошкар-Ола,4.166599971563895,new
0,Многоквартирный дом,2,3/9,6.0,25.0,45.0,178.0,8000.0,Кирпич,23/1/2022,8/2/2022,1979,0,0,9,9,Есть,1,Железобетонные,Кирпич,Центральное,Нет,47.941012,56.632268,Первый Мега-магазин недвижимости,3.6344512000000004,Йошкар-Ола,3.1663771777207783,old
0,Многоквартирный дом,1,4/5,10.0,,35.0,429.0,15000.0,Кирпич,2/2/2022,4/2/2022,1979,кирпичный,0,5,5,Нет,3,Железобетонные,Кирпич,Центральное,Да,47.885882,56.640055000000004,Анастасия К,3.6344512000000004,Йошкар-Ола,0.33286007551689417,old
0,Многоквартирный дом,1,1/9,9.0,18.0,34.0,265.0,9000.0,Кирпич,3/2/2022,5/2/2022,2011,кирпичный,0,9,9,Есть,1,Железобетонные,Кирпич,Центральное,Нет,47.826396,56.637946,Актив,3.6344512000000004,Йошкар-Ола,3.9516961929709633,new
0,Многоквартирный дом,1,5/9,7.0,18.0,36.0,222.0,8000.0,Панель,13/6/2020,4/2/2022,1984,125,0,9,0,Есть,8,Железобетонные,Панельные,Центральное,Да,47.920728000000004,56.629604,Актив,3.6344512000000004,Йошкар-Ола,2.102226880231364,old
0,Многоквартирный дом,1,6/9,12.0,25.0,48.0,333.0,16000.0,Кирпич,30/8/2021,10/2/2022,2014,Индивидуальный,0,9,9,Есть,5,Железобетонные,Кирпич,Квартирное отопление (квартирный котел),Да,47.848566,56.644242000000006,Первый Мега-магазин недвижимости,3.6344512000000004,Йошкар-Ола,2.6607627546438684,new
